name,label,description,p3,water_system_type,depth_of_borehole,number_of_users
138574715,Water system 1058 – Spring protection,Protected spring with gravity-fed distribution,BD20030004,spring_protection,,
138574716,Water system 1059 – Water trucking,Water trucking operation,BD20030014,water_trucking,,
138574717,Water system 1060 – Temporary pumping system,Temporary pumping system with tank and tap stands,BD20030051,temporary_pumping_system,,
138574718,Water system 1061 – Point-of-use water treatment,Point-of-use water treatment programme,BD20030073,point_of_use_water_treatment,,
138574719,Water system 1062 – Protected open well,Protected open well with hand pump,BD20030089,protected_open_well,,
138574720,Water system 1063 – Borehole with hand pump,Borehole with hand pump serving the community,BD20030091,borehole_hand_pump,,
138574721,Water system 1064 – Solar-powered water system,Solar-powered water system with piped distribution,BD20030095,solar_powered_water_system,,
138574722,Water system 1065 – Motorized piped network,Motorized piped network with multiple tap stands,BD20120002,motorized_piped_network,,
138574723,Water system 1066 – SWAT system,Surface water abstraction and treatment system,BD20120004,swat_system,,
138574724,Water system 1067 – Spring protection,Protected spring with gravity-fed distribution,BD20120007,spring_protection,,
138574725,Water system 1068 – Water trucking,Water trucking operation,BD20120013,water_trucking,,
138574726,Water system 1069 – Temporary pumping system,Temporary pumping system with tank and tap stands,BD20120033,temporary_pumping_system,,
138574727,Water system 1070 – Point-of-use water treatment,Point-of-use water treatment programme,BD20120063,point_of_use_water_treatment,,
138574728,Water system 1071 – Protected open well,Protected open well with hand pump,BD20120085,protected_open_well,,
138574729,Water system 1072 – Borehole with hand pump,Borehole with hand pump serving the community,BD20120090,borehole_hand_pump,,
138574730,Water system 1073 – Solar-powered water system,Solar-powered water system with piped distribution,BD20120094,solar_powered_water_system,,
138574731,Water system 1074 – Motorized piped network,Motorized piped network with multiple tap stands,BD20130022,motorized_piped_network,,
138574732,Water system 1075 – SWAT system,Surface water abstraction and treatment system,BD20130045,swat_system,,
138574733,Water system 1076 – Spring protection,Protected spring with gravity-fed distribution,BD20130047,spring_protection,,
138574734,Water system 1077 – Water trucking,Water trucking operation,BD20130049,water_trucking,,
138574735,Water system 1078 – Temporary pumping system,Temporary pumping system with tank and tap stands,BD20130058,temporary_pumping_system,,
138574736,Water system 1079 – Point-of-use water treatment,Point-of-use water treatment programme,BD20130076,point_of_use_water_treatment,,
138574737,Water system 1080 – Protected open well,Protected open well with hand pump,BD20130079,protected_open_well,,
138574738,Water system 1081 – Borehole with hand pump,Borehole with hand pump serving the community,BD20130095,borehole_hand_pump,,
138574739,Water system 1082 – Solar-powered water system,Solar-powered water system with piped distribution,BD20150004,solar_powered_water_system,,
138574740,Water system 1083 – Motorized piped network,Motorized piped network with multiple tap stands,BD20150008,motorized_piped_network,,
138574741,Water system 1084 – SWAT system,Surface water abstraction and treatment system,BD20150012,swat_system,,
138574742,Water system 1085 – Spring protection,Protected spring with gravity-fed distribution,BD20150018,spring_protection,,
138574743,Water system 1086 – Water trucking,Water trucking operation,BD20150033,water_trucking,,
138574744,Water system 1087 – Temporary pumping system,Temporary pumping system with tank and tap stands,BD20150037,temporary_pumping_system,,
138574745,Water system 1088 – Point-of-use water treatment,Point-of-use water treatment programme,BD20150039,point_of_use_water_treatment,,
138574746,Water system 1089 – Protected open well,Protected open well with hand pump,BD20150047,protected_open_well,,
138574747,Water system 1090 – Borehole with hand pump,Borehole with hand pump serving the community,BD20150053,borehole_hand_pump,,
138574748,Water system 1091 – Solar-powered water system,Solar-powered water system with piped distribution,BD20150061,solar_powered_water_system,,
138574749,Water system 1092 – Motorized piped network,Motorized piped network with multiple tap stands,BD20150070,motorized_piped_network,,
138574750,Water system 1093 – SWAT system,Surface water abstraction and treatment system,BD20150074,swat_system,,
138574751,Water system 1094 – Spring protection,Protected spring with gravity-fed distribution,BD20150078,spring_protection,,
138574752,Water system 1095 – Water trucking,Water trucking operation,BD20150082,water_trucking,,
138574753,Water system 1096 – Temporary pumping system,Temporary pumping system with tank and tap stands,BD20150086,temporary_pumping_system,,
138574754,Water system 1097 – Point-of-use water treatment,Point-of-use water treatment programme,BD20151600,point_of_use_water_treatment,,
138574755,Water system 1098 – Protected open well,Protected open well with hand pump,BD20190009,protected_open_well,,
138574756,Water system 1099 – Borehole with hand pump,Borehole with hand pump serving the community,BD20190015,borehole_hand_pump,,
138574757,Water system 1100 – Solar-powered water system,Solar-powered water system with piped distribution,BD20190018,solar_powered_water_system,,
138574758,Water system 1101 – Motorized piped network,Motorized piped network with multiple tap stands,BD20190027,motorized_piped_network,,
138574759,Water system 1102 – SWAT system,Surface water abstraction and treatment system,BD20190031,swat_system,,
138574760,Water system 1103 – Spring protection,Protected spring with gravity-fed distribution,BD20190033,spring_protection,,
138574761,Water system 1104 – Water trucking,Water trucking operation,BD20190036,water_trucking,,
138574762,Water system 1105 – Temporary pumping system,Temporary pumping system with tank and tap stands,BD20190040,temporary_pumping_system,,
138574763,Water system 1106 – Point-of-use water treatment,Point-of-use water treatment programme,BD20190054,point_of_use_water_treatment,,
138574764,Water system 1107 – Protected open well,Protected open well with hand pump,BD20190067,protected_open_well,,
138574765,Water system 1108 – Borehole with hand pump,Borehole with hand pump serving the community,BD20190072,borehole_hand_pump,,
138574766,Water system 1109 – Solar-powered water system,Solar-powered water system with piped distribution,BD20190073,solar_powered_water_system,,
138574767,Water system 1110 – Motorized piped network,Motorized piped network with multiple tap stands,BD20190074,motorized_piped_network,,
138574768,Water system 1111 – SWAT system,Surface water abstraction and treatment system,BD20190075,swat_system,,
138574769,Water system 1112 – Spring protection,Protected spring with gravity-fed distribution,BD20190081,spring_protection,,
138574770,Water system 1113 – Water trucking,Water trucking operation,BD20190087,water_trucking,,
138574771,Water system 1114 – Temporary pumping system,Temporary pumping system with tank and tap stands,BD20190094,temporary_pumping_system,,
138574772,Water system 1115 – Point-of-use water treatment,Point-of-use water treatment programme,BD20195000,point_of_use_water_treatment,,
138574773,Water system 1116 – Protected open well,Protected open well with hand pump,BD20220016,protected_open_well,,
138574774,Water system 1117 – Borehole with hand pump,Borehole with hand pump serving the community,BD20220024,borehole_hand_pump,,
138574775,Water system 1118 – Solar-powered water system,Solar-powered water system with piped distribution,BD20220032,solar_powered_water_system,,
